respondent_grade_level,student_race,student_ethnicity,student_gender,student_ell,student_sp_ed,urbanicity,School Belonging,School Teacher-Student Relationships,School Safety,School Climate,School Engagement,Supportive Relationships,Positive Feelings,Emotion Regulation,Challenging Feelings,School Rigorous Expectations,id
7,White,Not Latinx,Male,English proficient,General education,Suburb - Large,4,3,2,3,4,4,2,2,4,4,2288
7,White,Latinx,Female,English proficient,Special education,Suburb - Large,1,2,2,3,3,5,5,3,3,4,2289
7,White,Latinx,Female,English proficient,General education,City - Large,3,2,4,5,2,4,4,3,4,4,2290
7,White,Latinx,Male,English proficient,Special education,City - Midsize,3,5,4,2,4,4,5,3,4,3,2291
7,White,Latinx,Female,English proficient,General education,Town - Fringe,4,3,3,3,3,5,4,2,3,4,2292
7,White,Latinx,Male,English proficient,General education,Suburb - Large,4,4,4,1,4,5,4,4,4,4,2293
7,White,Latinx,Male,English language learner,General education,City - Small,4,3,4,4,2,4,2,4,3,4,2294
7,White,Not Latinx,Male,English proficient,General education,Suburb - Large,3,3,2,2,3,5,2,5,3,4,2295
7,White,Latinx,Male,English proficient,Special education,City - Midsize,4,3,3,3,3,5,3,3,2,4,2296
7,White,Latinx,Female,English language learner,General education,City - Large,3,4,4,4,2,5,5,2,4,3,2297
7,White,Latinx,Male,English proficient,Special education,City - Midsize,2,3,4,3,3,5,5,3,4,3,2298
7,Black,Latinx,Male,English language learner,Special education,Suburb - Small,4,4,4,3,3,5,4,3,5,4,2299
7,Black,Latinx,Female,English proficient,Special education,Suburb - Midsize,2,5,4,3,3,4,2,3,4,4,2300
7,White,Latinx,Female,English proficient,General education,Suburb - Large,4,4,3,3,1,5,5,3,4,4,2301
7,White,Latinx,Female,English proficient,General education,Suburb - Large,2,3,3,4,3,5,3,3,3,5,2302
7,White,Latinx,Female,English proficient,General education,Suburb - Large,2,3,3,3,3,5,4,4,3,5,2303
7,White,Latinx,Female,English language learner,General education,Suburb - Large,4,3,3,5,3,5,3,4,3,4,2304
7,White,Not Latinx,Female,English language learner,General education,City - Large,3,3,3,3,4,4,1,3,3,5,2305
7,Black,Latinx,Male,English proficient,General education,City - Large,4,4,3,4,2,1,4,4,3,3,2306
7,White,Not Latinx,Male,English proficient,General education,City - Large,4,4,3,3,3,5,3,4,3,3,2307
7,Multiracial,Not Latinx,Male,English proficient,General education,Rural - Fringe,3,4,4,2,4,5,3,4,4,4,2308
7,Pacific Islander,Not Latinx,Male,English proficient,General education,City - Small,3,4,4,3,3,5,2,3,2,4,2309
7,Black,Not Latinx,Female,English language learner,General education,City - Small,5,4,3,4,3,3,2,3,3,2,2310
7,White,Latinx,Male,English language learner,General education,City - Small,4,4,2,3,4,5,3,5,4,4,2311
7,White,Latinx,Female,English proficient,General education,City - Large,3,4,4,4,3,5,2,4,3,4,2312
7,Multiracial,Not Latinx,Female,English proficient,General education,Town - Distant,3,3,3,3,2,4,4,3,1,5,2313
7,Black,Latinx,Male,English proficient,General education,Suburb - Large,3,4,4,2,3,5,3,5,4,3,2314
7,White,Latinx,Male,English proficient,General education,Suburb - Large,4,4,4,4,2,5,3,3,3,4,2315
7,White,Not Latinx,Male,English language learner,General education,Town - Fringe,4,2,4,3,1,5,2,2,5,3,2316
7,White,Latinx,Female,English language learner,General education,City - Midsize,5,5,4,1,3,5,3,3,4,4,2317
7,Black,Latinx,Male,English proficient,General education,Suburb - Large,4,4,5,2,4,5,3,3,4,5,2318
7,White,Not Latinx,Female,English proficient,General education,City - Large,5,5,3,3,4,4,4,2,4,4,2319
7,Black,Latinx,Female,English proficient,Special education,Town - Fringe,3,4,3,2,3,5,4,2,2,4,2320
7,Asian,Latinx,Female,English proficient,General education,Suburb - Large,1,3,2,4,3,5,3,5,3,2,2321
7,White,Not Latinx,Female,English proficient,General education,City - Large,2,3,4,3,2,4,4,3,4,4,2322
7,White,Latinx,Male,English language learner,General education,City - Large,2,3,5,3,4,3,4,4,4,4,2323
7,White,Latinx,Female,English language learner,General education,Suburb - Large,3,4,4,2,5,5,3,3,2,4,2324
7,Multiracial,Not Latinx,Male,English proficient,General education,City - Large,3,4,5,4,2,4,4,4,4,3,2325
7,White,Not Latinx,Male,English proficient,General education,City - Midsize,3,4,3,4,3,4,3,1,4,4,2326
7,Black,Latinx,Male,English language learner,General education,Suburb - Large,4,4,2,4,3,5,4,3,4,4,2327
7,Native American,Latinx,Male,English proficient,General education,Rural - Fringe,2,2,4,3,3,5,3,3,5,5,2328
7,White,Latinx,Female,English proficient,General education,City - Large,4,3,3,3,3,4,5,5,4,4,2329
7,Multiracial,Latinx,Female,English proficient,General education,Suburb - Large,3,5,3,2,3,4,4,3,3,5,2330
7,Black,Not Latinx,Male,English language learner,General education,City - Small,4,5,4,3,4,5,4,3,3,5,2331
7,White,Latinx,Female,English proficient,General education,City - Midsize,3,2,4,3,3,5,4,2,3,4,2332
7,Black,Latinx,Female,English language learner,General education,Suburb - Large,2,5,4,2,2,4,4,5,3,1,2333
7,Pacific Islander,Not Latinx,Male,English proficient,General education,Suburb - Large,3,3,3,3,3,5,3,5,3,4,2334
7,White,Not Latinx,Male,English language learner,General education,Rural - Fringe,4,3,4,3,3,5,5,2,3,4,2335
7,White,Latinx,Male,English proficient,General education,Town - Fringe,2,2,4,3,2,5,4,2,4,4,2336
7,White,Not Latinx,Male,English language learner,General education,Suburb - Large,2,2,3,4,5,3,3,4,5,3,2337
7,Black,Latinx,Female,English proficient,General education,Suburb - Large,3,3,3,3,3,3,3,2,3,4,2338
7,Black,Not Latinx,Female,English proficient,General education,Suburb - Large,4,3,4,2,3,4,3,4,3,2,2339
7,White,Latinx,Female,English language learner,General education,Suburb - Large,4,2,3,3,4,4,4,3,3,5,2340
7,Multiracial,Not Latinx,Female,English proficient,General education,Suburb - Large,4,3,3,3,4,3,3,4,4,3,2341
7,Asian,Latinx,Male,English proficient,General education,Suburb - Large,3,5,3,5,3,4,5,4,4,3,2342
7,Black,Latinx,Male,English language learner,General education,City - Small,4,3,3,4,2,5,2,3,3,5,2343
7,White,Latinx,Female,English language learner,General education,City - Large,5,3,2,3,3,5,4,3,4,3,2344
7,White,Latinx,Female,English proficient,General education,City - Small,3,4,5,3,2,4,3,3,2,3,2345
7,Pacific Islander,Not Latinx,Female,English proficient,General education,City - Midsize,4,5,5,3,2,4,4,1,5,4,2346
7,White,Latinx,Female,English proficient,General education,Suburb - Large,3,4,4,3,4,3,4,3,2,3,2347
7,White,Latinx,Female,English language learner,General education,Suburb - Large,4,2,4,3,3,4,5,4,3,4,2348
7,Multiracial,Latinx,Female,English language learner,General education,Suburb - Large,4,4,3,3,1,3,4,3,5,2,2349
7,Black,Latinx,Male,English proficient,General education,Suburb - Large,2,3,4,3,5,3,3,4,2,4,2350
7,Black,Not Latinx,Female,English language learner,Special education,Suburb - Midsize,4,4,5,3,2,5,4,3,3,4,2351
7,Black,Latinx,Female,English proficient,General education,Suburb - Large,3,3,3,2,3,5,4,3,3,4,2352
7,Multiracial,Not Latinx,Male,English proficient,General education,City - Midsize,3,2,3,3,3,5,3,3,4,5,2353
7,Multiracial,Latinx,Male,English language learner,General education,City - Large,3,4,4,2,3,5,3,2,4,5,2354
7,Pacific Islander,Latinx,Female,English proficient,General education,Suburb - Large,3,5,2,3,3,5,4,4,4,3,2355
7,White,Latinx,Female,English proficient,Special education,Suburb - Midsize,5,3,3,5,3,5,4,3,3,3,2356
7,White,Not Latinx,Female,English proficient,General education,Suburb - Large,3,5,3,4,3,5,4,4,3,4,2357
7,White,Latinx,Male,English proficient,General education,City - Large,4,3,3,3,2,5,4,4,5,4,2358
7,White,Not Latinx,Female,English proficient,General education,Suburb - Large,2,4,4,2,1,2,4,3,3,4,2359
7,Black,Latinx,Female,English proficient,General education,Suburb - Large,3,3,4,4,3,5,3,3,3,3,2360
7,Native American,Not Latinx,Female,English proficient,General education,Suburb - Large,5,4,2,4,3,5,3,4,3,5,2361
7,White,Latinx,Male,English language learner,General education,Suburb - Large,4,4,5,4,2,4,3,3,3,4,2362
7,Black,Latinx,Female,English language learner,General education,Suburb - Large,4,5,4,2,3,4,3,3,3,4,2363
7,Black,Not Latinx,Male,English proficient,General education,Town - Remote,4,2,3,3,1,5,4,3,4,3,2364
7,White,Latinx,Female,English proficient,General education,Suburb - Large,4,3,2,2,3,5,3,2,4,3,2365
7,Black,Latinx,Female,English language learner,Special education,City - Large,2,2,5,3,3,5,3,3,2,4,2366
7,Black,Not Latinx,Male,English proficient,General education,Suburb - Large,3,2,3,3,2,4,4,5,3,4,2367
7,Black,Latinx,Female,English proficient,Special education,City - Small,3,2,3,3,3,4,4,4,2,5,2368
7,Black,Latinx,Female,English proficient,General education,City - Large,4,4,4,4,2,4,4,3,3,5,2369
7,White,Latinx,Female,English proficient,General education,Suburb - Large,4,3,4,4,3,4,4,3,3,4,2370
7,White,Not Latinx,Male,English proficient,General education,Town - Distant,3,3,2,2,2,4,4,4,3,4,2371
7,White,Not Latinx,Female,English proficient,General education,City - Large,3,2,4,3,2,4,2,3,3,4,2372
7,Black,Latinx,Female,English language learner,General education,City - Small,2,3,2,2,3,4,2,2,3,4,2373
7,Black,Latinx,Male,English proficient,General education,Suburb - Midsize,4,3,4,3,4,5,3,4,3,4,2374
7,White,Latinx,Male,English proficient,General education,City - Large,4,4,5,4,4,4,3,3,4,4,2375
7,Black,Not Latinx,Male,English proficient,General education,City - Small,4,3,5,3,2,4,4,3,4,4,2376
7,Native American,Latinx,Male,English proficient,General education,Suburb - Large,4,1,3,4,4,3,4,1,4,4,2377
7,Black,Latinx,Female,English proficient,General education,City - Large,3,4,4,3,2,2,4,5,2,4,2378
7,Multiracial,Not Latinx,Female,English proficient,General education,City - Large,3,3,4,4,2,2,4,3,1,5,2379
7,White,Not Latinx,Male,English proficient,General education,Suburb - Small,2,3,3,3,2,5,5,4,2,4,2380
7,White,Latinx,Male,English proficient,General education,Suburb - Large,3,2,4,3,2,4,4,3,2,3,2381
7,Black,Latinx,Female,English proficient,Special education,City - Large,3,5,3,2,2,4,3,5,4,4,2382
7,White,Not Latinx,Male,English proficient,General education,City - Large,2,4,5,4,3,5,4,4,4,3,2383
7,Black,Latinx,Male,English language learner,General education,City - Midsize,1,3,4,3,1,5,5,2,3,3,2384
7,Black,Latinx,Male,English proficient,General education,City - Large,3,4,4,3,4,3,4,3,4,4,2385
7,White,Latinx,Male,English proficient,Special education,City - Midsize,4,3,4,4,2,5,2,3,3,4,2386
7,White,Latinx,Male,English proficient,Special education,Suburb - Large,3,4,5,3,3,5,3,3,3,3,2387
7,White,Not Latinx,Male,English proficient,General education,Suburb - Large,4,5,4,3,3,4,4,4,3,4,2388
7,White,Latinx,Female,English proficient,General education,Suburb - Large,3,4,4,3,2,5,4,3,3,4,2389
7,White,Latinx,Male,English proficient,General education,City - Large,5,4,5,5,4,3,4,2,3,3,2390
7,Black,Latinx,Male,English proficient,Special education,City - Large,3,3,4,2,2,5,3,4,3,4,2391
7,Black,Latinx,Male,English proficient,General education,Suburb - Large,3,2,4,3,3,5,3,4,3,4,2392
7,Black,Not Latinx,Male,English proficient,Special education,City - Large,2,3,4,3,4,5,3,4,5,3,2393
7,White,Not Latinx,Male,English proficient,General education,Suburb - Large,4,3,2,1,3,2,2,3,2,5,2394
7,Pacific Islander,Latinx,Female,English language learner,Special education,Suburb - Large,3,4,4,3,3,2,4,4,4,3,2395
7,White,Latinx,Female,English proficient,General education,Suburb - Large,3,2,4,3,2,4,5,3,3,4,2396
7,Black,Not Latinx,Male,English proficient,General education,Suburb - Large,4,4,3,4,3,5,3,4,2,3,2397
7,White,Not Latinx,Female,English proficient,General education,City - Large,3,4,3,3,2,4,2,3,3,3,2398
7,Native American,Latinx,Female,English proficient,General education,Suburb - Large,3,3,3,3,4,5,4,4,4,5,2399
7,Black,Latinx,Female,English proficient,General education,Suburb - Large,4,2,2,3,4,5,3,4,4,4,2400
7,White,Not Latinx,Female,English proficient,General education,City - Large,3,4,4,4,4,5,5,3,4,4,2401
7,White,Not Latinx,Male,English proficient,General education,City - Large,3,3,4,3,2,4,5,3,3,3,2402
7,Asian,Latinx,Male,English proficient,General education,City - Midsize,4,3,4,3,4,3,4,3,4,4,2403
7,White,Latinx,Male,English proficient,General education,Suburb - Large,2,3,4,3,3,5,4,3,3,5,2404
7,Black,Not Latinx,Male,English proficient,General education,Suburb - Large,4,1,4,4,3,4,3,2,3,3,2405
7,White,Latinx,Female,English proficient,General education,City - Midsize,3,2,4,2,1,5,3,3,3,4,2406
7,Native American,Not Latinx,Female,English proficient,General education,Suburb - Large,4,3,3,2,2,3,2,4,4,4,2407
7,Asian,Not Latinx,Female,English proficient,General education,City - Large,2,3,3,3,3,3,5,2,5,4,2408
7,Black,Latinx,Female,English proficient,General education,Rural - Fringe,4,4,3,3,3,4,3,3,3,3,2409
7,White,Not Latinx,Female,English proficient,General education,City - Midsize,4,5,3,2,2,4,3,4,3,2,2410
7,White,Not Latinx,Male,English proficient,General education,Suburb - Large,3,5,4,3,2,5,2,3,2,4,2411
7,White,Latinx,Female,English proficient,General education,Suburb - Large,4,4,4,2,3,3,4,2,3,3,2412
7,White,Latinx,Male,English proficient,General education,Suburb - Midsize,3,3,4,4,3,5,5,5,3,3,2413
7,White,Latinx,Male,English proficient,General education,City - Midsize,3,4,3,3,3,4,4,3,1,5,2414
7,Asian,Latinx,Female,English language learner,Special education,Suburb - Large,3,4,4,4,3,2,3,4,3,3,2415
7,White,Not Latinx,Female,English proficient,Special education,Suburb - Large,3,3,3,4,2,4,2,3,4,4,2416
7,Native American,Not Latinx,Male,English proficient,General education,Suburb - Large,4,4,2,3,3,5,3,4,4,4,2417
7,White,Latinx,Male,English proficient,General education,City - Large,3,3,1,2,3,2,2,3,4,3,2418
7,Asian,Latinx,Male,English proficient,General education,Suburb - Large,3,5,5,3,2,3,3,2,4,2,2419
7,Multiracial,Latinx,Male,English language learner,General education,City - Large,2,2,5,3,3,5,5,4,4,3,2420
7,White,Not Latinx,Female,English proficient,Special education,Suburb - Large,4,3,4,4,4,5,5,4,3,4,2421
7,White,Latinx,Female,English proficient,General education,City - Large,4,3,4,2,3,5,5,4,4,3,2422
7,Multiracial,Not Latinx,Female,English proficient,Special education,Rural - Fringe,4,3,3,4,3,5,3,3,2,4,2423
7,Asian,Not Latinx,Female,English language learner,General education,City - Small,4,3,2,2,3,4,4,4,2,4,2424
7,White,Latinx,Male,English language learner,General education,Suburb - Small,3,2,3,4,2,5,3,2,4,5,2425
7,White,Latinx,Female,English proficient,General education,City - Large,4,4,4,3,1,4,2,2,4,4,2426
7,Native American,Latinx,Female,English proficient,General education,City - Small,3,3,3,4,2,5,3,5,4,4,2427
7,Pacific Islander,Not Latinx,Male,English proficient,General education,City - Small,3,4,3,4,3,4,5,4,5,4,2428
7,White,Latinx,Male,English language learner,General education,Suburb - Large,3,2,4,3,2,5,4,4,4,5,2429
7,Black,Latinx,Female,English language learner,Special education,Town - Fringe,3,3,3,4,4,5,5,3,2,4,2430
7,White,Not Latinx,Male,English proficient,General education,Suburb - Large,3,5,3,4,2,5,3,4,3,4,2431
7,White,Not Latinx,Male,English language learner,General education,Town - Distant,2,3,5,2,3,4,2,4,2,3,2432
7,Asian,Latinx,Female,English proficient,General education,City - Midsize,2,3,4,3,4,4,4,3,5,3,2433
7,White,Not Latinx,Female,English proficient,General education,City - Large,3,5,4,2,2,5,3,4,3,3,2434
7,Black,Latinx,Female,English language learner,General education,City - Small,4,5,1,4,2,5,2,4,2,5,2435
7,Black,Latinx,Male,English proficient,General education,City - Large,3,3,4,2,2,5,3,2,2,4,2436
7,White,Latinx,Male,English proficient,General education,City - Large,4,2,3,3,2,4,4,4,4,4,2437
7,Black,Latinx,Female,English proficient,General education,City - Small,3,2,3,4,4,4,4,3,5,5,2438
7,Asian,Not Latinx,Female,English proficient,General education,City - Large,2,4,3,2,4,5,4,4,4,4,2439
7,White,Not Latinx,Male,English proficient,General education,Rural - Fringe,3,2,2,2,4,5,4,3,4,5,2440
7,Multiracial,Latinx,Female,English proficient,General education,City - Small,3,3,5,3,5,5,4,5,4,4,2441
7,White,Latinx,Male,English proficient,General education,Rural - Fringe,3,4,3,3,2,5,4,4,5,4,2442
7,White,Latinx,Male,English language learner,General education,Suburb - Large,3,3,3,4,2,5,3,3,4,3,2443
7,White,Latinx,Male,English proficient,Special education,Suburb - Large,4,4,2,2,3,5,3,4,4,3,2444
7,Black,Latinx,Female,English proficient,General education,Rural - Distant,2,3,4,2,3,5,3,3,3,4,2445
7,White,Latinx,Female,English language learner,General education,City - Midsize,4,1,3,3,2,5,4,4,4,5,2446
7,White,Latinx,Female,English proficient,Special education,City - Large,4,2,5,4,3,4,4,4,4,4,2447
7,Black,Latinx,Male,English proficient,General education,Suburb - Large,3,2,3,4,4,5,2,4,3,3,2448
7,White,Latinx,Female,English language learner,General education,Suburb - Large,3,4,4,2,3,3,4,4,5,2,2449
7,White,Latinx,Male,English language learner,General education,City - Midsize,4,4,3,2,2,2,5,1,3,3,2450
7,Asian,Not Latinx,Female,English proficient,General education,Suburb - Large,4,5,4,3,1,5,4,4,5,3,2451
7,White,Not Latinx,Female,English language learner,General education,City - Midsize,3,4,3,4,4,2,4,3,2,2,2452
7,White,Latinx,Female,English proficient,General education,City - Midsize,4,5,3,2,4,3,3,4,2,3,2453
7,White,Latinx,Male,English proficient,General education,City - Midsize,4,4,4,4,3,5,4,4,4,4,2454
7,White,Latinx,Female,English proficient,General education,City - Large,3,3,3,4,2,4,4,2,5,4,2455
7,Pacific Islander,Latinx,Female,English proficient,General education,City - Large,3,3,4,3,3,3,3,2,3,4,2456
7,White,Latinx,Male,English proficient,General education,Suburb - Large,4,4,3,2,4,4,5,4,3,3,2457
7,White,Latinx,Male,English proficient,General education,Suburb - Large,2,3,5,2,2,5,3,4,4,4,2458
7,Native American,Not Latinx,Female,English proficient,General education,Suburb - Large,3,4,4,2,3,5,3,2,4,3,2459
7,White,Not Latinx,Female,English proficient,Special education,City - Midsize,3,3,3,2,1,4,3,4,3,3,2460
7,Black,Not Latinx,Male,English proficient,Special education,Suburb - Large,4,4,4,4,3,4,4,4,3,4,2461
7,Black,Not Latinx,Male,English proficient,General education,City - Large,2,4,2,3,2,5,5,4,5,4,2462
7,White,Latinx,Male,English proficient,General education,City - Large,4,4,3,3,4,5,4,3,5,4,2463
7,White,Not Latinx,Male,English proficient,General education,City - Large,4,3,3,3,3,3,4,4,2,2,2464
7,White,Latinx,Male,English proficient,General education,Suburb - Large,3,2,2,2,4,5,2,2,4,4,2465
7,White,Latinx,Male,English proficient,General education,Suburb - Large,3,3,4,3,4,4,3,3,5,5,2466
7,Black,Latinx,Male,English proficient,General education,City - Midsize,3,2,4,3,3,5,4,3,5,3,2467
7,Asian,Latinx,Male,English proficient,General education,Suburb - Large,2,5,3,3,3,5,4,4,4,4,2468
7,Multiracial,Not Latinx,Female,English proficient,Special education,City - Large,4,5,3,5,1,3,4,3,2,3,2469
7,White,Latinx,Female,English proficient,General education,Suburb - Large,2,3,3,3,3,4,4,4,4,4,2470
7,Black,Latinx,Female,English language learner,General education,Suburb - Large,2,4,4,2,4,5,2,2,4,5,2471
7,White,Latinx,Male,English proficient,General education,Suburb - Large,4,2,3,5,3,4,5,3,4,4,2472
7,Pacific Islander,Latinx,Female,English proficient,General education,Suburb - Large,3,4,4,2,4,5,5,3,5,4,2473
7,Multiracial,Not Latinx,Male,English proficient,General education,Suburb - Large,4,2,2,3,2,5,3,4,4,4,2474
7,White,Latinx,Male,English proficient,General education,City - Midsize,5,4,4,4,3,2,2,2,3,2,2475
7,Black,Latinx,Female,English proficient,General education,Suburb - Large,1,2,4,4,3,3,4,5,4,3,2476
7,Multiracial,Not Latinx,Male,English language learner,General education,Suburb - Large,4,4,4,3,5,4,1,2,1,3,2477
7,Black,Latinx,Female,English proficient,General education,Suburb - Large,4,2,3,1,2,5,4,2,3,5,2478
7,White,Latinx,Female,English proficient,General education,Suburb - Large,4,5,4,4,2,5,4,2,5,4,2479
7,Multiracial,Latinx,Female,English proficient,General education,Suburb - Large,4,3,2,3,2,5,3,4,4,4,2480
7,White,Not Latinx,Female,English language learner,General education,Suburb - Large,2,4,4,3,3,5,3,3,3,5,2481
7,Black,Not Latinx,Male,English proficient,General education,Suburb - Small,4,5,4,3,3,4,5,4,4,5,2482
7,White,Latinx,Male,English proficient,General education,City - Large,4,5,3,3,3,5,4,4,4,4,2483
7,White,Latinx,Male,English proficient,General education,Suburb - Large,5,2,3,3,2,4,3,2,4,3,2484
7,White,Latinx,Female,English proficient,General education,City - Midsize,4,3,2,4,4,2,3,2,3,5,2485
7,White,Not Latinx,Male,English proficient,General education,Suburb - Large,3,1,2,2,3,4,4,3,2,4,2486
7,White,Latinx,Male,English language learner,General education,City - Small,3,4,5,4,1,1,3,2,4,3,2487
7,Black,Latinx,Male,English proficient,Special education,Suburb - Large,3,4,4,5,4,5,5,4,3,2,2488
7,White,Latinx,Female,English proficient,General education,Rural - Fringe,4,5,3,3,2,5,3,5,4,5,2489
7,Black,Latinx,Male,English proficient,General education,Suburb - Large,3,4,5,3,4,4,3,3,3,1,2490
7,White,Latinx,Male,English proficient,Special education,City - Large,3,2,4,4,3,3,3,3,4,4,2491
7,Multiracial,Latinx,Male,English proficient,General education,City - Small,3,3,4,4,2,5,4,3,5,4,2492
7,White,Not Latinx,Female,English proficient,Special education,Suburb - Large,1,4,2,3,4,3,4,4,2,4,2493
7,Native American,Latinx,Female,English language learner,General education,Suburb - Large,4,5,4,2,3,5,3,4,4,4,2494
7,White,Not Latinx,Female,English proficient,General education,Suburb - Large,4,4,2,3,3,5,3,4,4,4,2495
7,White,Not Latinx,Female,English proficient,Special education,Suburb - Large,4,4,3,4,4,2,3,4,2,3,2496
7,White,Not Latinx,Male,English proficient,Special education,Suburb - Large,4,4,4,4,3,5,3,4,1,4,2497
7,White,Latinx,Female,English proficient,General education,Suburb - Large,4,4,4,4,4,4,4,4,4,4,2498
7,Asian,Not Latinx,Male,English proficient,General education,Suburb - Large,3,5,4,4,3,4,5,4,1,4,2499
7,White,Not Latinx,Female,English proficient,General education,Suburb - Midsize,3,4,3,4,3,5,4,1,4,4,2500
8,Black,Not Latinx,Male,English proficient,General education,Suburb - Large,4,4,2,3,1,5,3,4,3,5,2501
8,White,Latinx,Male,English proficient,General education,Suburb - Large,5,5,4,3,4,3,3,2,3,4,2502
8,White,Not Latinx,Female,English proficient,General education,Suburb - Large,3,4,4,3,4,3,4,3,5,4,2503
8,White,Latinx,Male,English proficient,General education,City - Midsize,2,4,5,3,3,5,3,3,3,3,2504
8,White,Not Latinx,Female,English proficient,General education,Suburb - Large,3,3,2,3,3,4,3,4,3,4,2505
8,White,Latinx,Female,English language learner,General education,City - Large,3,5,3,3,3,5,3,3,3,4,2506
8,Asian,Latinx,Male,English language learner,General education,Suburb - Large,2,4,4,3,3,5,4,5,3,4,2507
8,White,Latinx,Female,English proficient,General education,City - Large,3,3,4,3,3,5,3,3,3,4,2508
8,White,Latinx,Female,English proficient,General education,Rural - Fringe,3,2,3,2,2,5,2,4,4,4,2509
8,White,Latinx,Male,English proficient,General education,Suburb - Large,2,5,4,2,3,4,4,3,4,4,2510
8,White,Not Latinx,Female,English proficient,General education,Town - Fringe,4,3,4,4,5,4,4,3,5,2,2511
8,White,Latinx,Female,English proficient,General education,Suburb - Large,3,3,2,5,3,5,3,4,5,4,2512
8,Multiracial,Latinx,Male,English proficient,General education,Suburb - Large,3,4,5,4,3,5,4,3,3,3,2513
8,White,Latinx,Female,English proficient,General education,Suburb - Large,3,2,3,3,2,4,2,4,4,3,2514
8,Black,Not Latinx,Male,English proficient,Special education,Suburb - Large,3,4,4,2,3,5,3,3,2,4,2515
8,Black,Not Latinx,Female,English proficient,General education,Suburb - Large,4,4,3,2,3,4,3,3,2,4,2516
8,White,Latinx,Male,English proficient,General education,Rural - Fringe,2,2,2,2,3,5,4,3,3,3,2517
8,White,Not Latinx,Female,English proficient,General education,City - Large,2,3,4,3,4,4,3,3,4,5,2518
8,White,Latinx,Male,English proficient,General education,City - Large,3,3,5,5,3,5,4,4,5,3,2519
8,White,Not Latinx,Male,English proficient,General education,Town - Remote,3,3,4,2,3,5,3,3,4,4,2520
8,White,Latinx,Female,English proficient,General education,Town - Remote,4,2,4,3,2,4,4,3,2,5,2521
8,Pacific Islander,Not Latinx,Female,English proficient,General education,Rural - Fringe,4,3,2,5,3,5,3,3,2,4,2522
8,White,Latinx,Female,English language learner,General education,Suburb - Large,2,3,5,5,3,4,3,3,5,1,2523
8,White,Not Latinx,Male,English proficient,General education,City - Small,4,2,5,3,2,5,3,4,2,3,2524
8,White,Latinx,Male,English proficient,Special education,City - Large,3,4,4,3,2,4,3,4,4,3,2525
8,Asian,Latinx,Male,English proficient,General education,City - Large,4,3,4,2,4,4,4,3,4,3,2526
8,White,Latinx,Male,English language learner,General education,Suburb - Large,4,4,4,3,4,1,4,4,2,3,2527
8,Black,Latinx,Female,English language learner,General education,City - Large,2,2,4,3,3,5,3,3,3,4,2528
8,Black,Latinx,Female,English proficient,Special education,Suburb - Large,1,5,4,4,4,4,3,2,3,3,2529
8,White,Latinx,Female,English proficient,General education,Suburb - Large,4,3,4,3,3,5,5,3,3,3,2530
8,White,Not Latinx,Male,English language learner,Special education,Suburb - Large,3,4,4,3,5,5,3,4,5,4,2531
8,Black,Latinx,Female,English proficient,General education,City - Large,4,4,5,4,2,4,5,2,4,3,2532
8,White,Not Latinx,Female,English language learner,General education,Suburb - Large,3,3,4,2,4,5,4,4,4,5,2533
8,Black,Latinx,Male,English language learner,Special education,Suburb - Small,3,4,4,3,1,3,4,3,5,3,2534
8,White,Not Latinx,Female,English proficient,General education,City - Large,4,4,3,2,2,4,4,3,3,2,2535
8,White,Latinx,Male,English proficient,General education,City - Large,3,3,4,3,3,4,4,3,3,5,2536
8,White,Not Latinx,Female,English proficient,General education,Suburb - Large,2,4,3,3,3,4,4,5,2,3,2537
8,White,Latinx,Female,English proficient,Special education,City - Large,4,4,2,3,4,5,4,5,4,4,2538
8,White,Latinx,Female,English proficient,General education,Town - Fringe,4,3,3,3,2,5,3,2,2,2,2539
8,White,Latinx,Male,English proficient,General education,City - Midsize,4,2,3,3,3,5,3,3,4,4,2540
8,Pacific Islander,Latinx,Male,English proficient,General education,City - Small,3,4,5,3,3,4,2,3,4,3,2541
8,White,Latinx,Female,English proficient,Special education,Suburb - Large,3,3,2,1,3,4,3,4,3,4,2542
8,Pacific Islander,Latinx,Male,English proficient,Special education,City - Large,3,3,3,2,2,3,3,4,4,4,2543
8,Black,Latinx,Male,English proficient,General education,Suburb - Large,3,4,5,3,3,2,4,2,4,3,2544
8,White,Latinx,Female,English proficient,General education,Suburb - Large,4,4,2,3,4,4,4,3,4,1,2545
8,Asian,Latinx,Female,English proficient,General education,City - Large,4,3,4,3,3,5,4,4,3,4,2546
8,Black,Latinx,Female,English proficient,General education,City - Large,3,5,5,3,4,3,4,4,2,4,2547
8,White,Latinx,Female,English proficient,General education,City - Large,4,3,2,3,3,5,4,2,4,4,2548
8,Multiracial,Latinx,Male,English proficient,General education,City - Large,4,5,4,4,3,5,4,4,1,4,2549
8,White,Latinx,Male,English proficient,General education,City - Large,4,2,3,2,2,5,4,3,5,3,2550
8,Black,Latinx,Male,English proficient,Special education,Suburb - Large,5,4,2,3,1,2,4,3,2,4,2551
8,Black,Latinx,Female,English proficient,General education,Suburb - Midsize,3,5,4,3,3,3,2,4,4,4,2552
8,White,Not Latinx,Male,English language learner,General education,Suburb - Large,3,3,2,4,2,5,2,2,4,4,2553
8,White,Latinx,Male,English proficient,Special education,City - Midsize,3,3,4,3,3,4,2,3,3,4,2554
